agency_code,pct_met_ACT WorkKeys_PART,pct_met_Biology_PART,pct_met_English II_PART,pct_met_High School Math_PART,pct_met_Math Grades 3-8_PART,pct_met_Reading Grades 3-8_PART,pct_met_Science Grades 5&8_PART,pct_met_The ACT_PART,pct_met_Total Targets_PART
260357,100.0,100.0,100.0,100.0,,,,100.0,100.0
260358,,,,,85.7,71.4,100.0,,83.3
260359,100.0,100.0,100.0,100.0,,,,100.0,100.0
260361,,,,,100.0,100.0,100.0,,100.0
260362,,,,,100.0,100.0,100.0,,100.0
260364,,,,,100.0,100.0,100.0,,100.0
260365,,,,,100.0,100.0,100.0,,100.0
260366,,,,,100.0,100.0,100.0,,100.0
260367,,,,,100.0,100.0,100.0,,100.0
260368,,,,,100.0,100.0,100.0,,100.0
260369,,,,,100.0,100.0,100.0,,100.0
260370,,,,,100.0,100.0,100.0,,100.0
260371,,,,,100.0,100.0,,,100.0
260372,,,,,100.0,100.0,100.0,,100.0
260373,,,,,100.0,100.0,100.0,,100.0
260374,,0.0,100.0,100.0,,,,0.0,50.0
260375,,,,,100.0,100.0,100.0,,100.0
260380,,,,,100.0,100.0,100.0,,100.0
260382,,,,,100.0,100.0,100.0,,100.0
260383,,,,,100.0,100.0,100.0,,100.0
260386,,,,,100.0,100.0,100.0,,100.0
260388,,100.0,100.0,100.0,,,,100.0,100.0
260396,,,,,100.0,100.0,100.0,,100.0
260397,,,,,100.0,100.0,100.0,,100.0
260398,,,,,100.0,100.0,100.0,,100.0
260400,,,,,100.0,100.0,100.0,,100.0
260401,,,,,100.0,100.0,100.0,,100.0
260402,,,,,100.0,100.0,100.0,,100.0
260403,,,,,100.0,100.0,100.0,,100.0
260404,,,,,100.0,100.0,100.0,,100.0
260405,,,,,100.0,100.0,100.0,,100.0
260406,,,,,100.0,100.0,100.0,,100.0
260407,,,,,100.0,100.0,100.0,,100.0
260408,75.0,100.0,100.0,100.0,,,,100.0,96.7
260410,,,,,100.0,100.0,100.0,,100.0
260411,,100.0,100.0,100.0,,,,100.0,100.0
260413,,,,,100.0,100.0,100.0,,100.0
260414,,,,,100.0,100.0,100.0,,100.0
260415,,,,,100.0,100.0,100.0,,100.0
260416,,,,,100.0,100.0,100.0,,100.0
260417,,,,,100.0,100.0,100.0,,100.0
260418,,,,,100.0,100.0,100.0,,100.0
260419,,,,,100.0,100.0,100.0,,100.0
260424,33.3,100.0,100.0,100.0,,,,83.3,87.5
260425,,,,,100.0,100.0,100.0,,100.0
260426,,,,,100.0,100.0,100.0,,100.0
260427,100.0,100.0,100.0,100.0,,,,85.7,96.9
260428,,,,,100.0,100.0,100.0,,100.0
260430,,,,,100.0,100.0,100.0,,100.0
260434,,,,,100.0,100.0,100.0,,100.0
260440,,,,,100.0,100.0,100.0,,100.0
260444,,,,,100.0,100.0,100.0,,100.0
260446,0.0,80.0,80.0,100.0,,,,100.0,75.0
260448,,,,,100.0,100.0,100.0,,100.0
260449,,0.0,0.0,100.0,,,,,33.3
260450,,,,,100.0,100.0,100.0,,100.0
260452,,,,,100.0,100.0,100.0,,100.0
260454,,,,,100.0,100.0,100.0,,100.0
260455,100.0,80.0,71.4,100.0,,,,100.0,88.0
260459,,,,,100.0,100.0,100.0,,100.0
260700,,100.0,100.0,100.0,,,,100.0,100.0
26B000,,,,,100.0,100.0,100.0,,100.0
26C000,,,,,100.0,100.0,100.0,,100.0
270304,,,,,100.0,100.0,,,100.0
270306,50.0,100.0,100.0,100.0,,,,100.0,93.3
270308,,,,,100.0,100.0,100.0,,100.0
270309,,,,,100.0,100.0,100.0,,100.0
270310,,,,,100.0,100.0,100.0,,100.0
270311,,100.0,100.0,100.0,,,,100.0,100.0
270312,,,,,100.0,100.0,,,100.0
270316,,,,,100.0,100.0,100.0,,100.0
270318,,,,,100.0,100.0,100.0,,100.0
270320,,,,,100.0,100.0,100.0,,100.0
280302,,,,,100.0,100.0,100.0,,100.0
280304,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
280308,,,,,100.0,100.0,100.0,,100.0
280310,,,,,100.0,100.0,100.0,,100.0
280312,,,,,100.0,100.0,100.0,,100.0
280316,,100.0,100.0,100.0,,,,100.0,100.0
280320,,,,,100.0,100.0,100.0,,100.0
280324,,,,,100.0,100.0,100.0,,100.0
280328,,,,,100.0,100.0,100.0,,100.0
280330,,33.3,100.0,100.0,,,,100.0,83.3
290302,,,,,100.0,100.0,100.0,,100.0
290306,,,,,100.0,100.0,100.0,,100.0
290307,,,,,100.0,100.0,100.0,,100.0
290308,100.0,100.0,100.0,100.0,,,,100.0,100.0
290309,,,,,100.0,100.0,75.0,,95.0
290312,,,,,100.0,100.0,100.0,,100.0
290314,,100.0,,100.0,,,,0.0,66.7
290316,,,,,100.0,100.0,100.0,,100.0
290320,,,,,100.0,100.0,100.0,,100.0
290322,,,,,100.0,100.0,100.0,,100.0
290324,100.0,100.0,75.0,100.0,,,,100.0,94.7
290328,,,,,100.0,100.0,100.0,,100.0
290330,,,,,100.0,100.0,100.0,,100.0
290332,,,,,100.0,100.0,100.0,,100.0
290333,,,,,100.0,100.0,100.0,,100.0
290334,,,,,100.0,100.0,100.0,,100.0
290336,100.0,100.0,100.0,100.0,,,,100.0,100.0
290344,,,,,100.0,100.0,100.0,,100.0
290348,100.0,100.0,100.0,100.0,,,,100.0,100.0
290349,,,100.0,,,,,,100.0
290350,,,,,100.0,100.0,100.0,,100.0
290351,,,,,100.0,100.0,100.0,,100.0
290352,,,,,100.0,100.0,100.0,,100.0
290356,,,,,100.0,100.0,100.0,,100.0
290364,,,,,100.0,100.0,,,100.0
290365,100.0,100.0,100.0,100.0,,,,100.0,100.0
290366,,,,,100.0,100.0,100.0,,100.0
290367,,,,,100.0,100.0,100.0,,100.0
290375,,,,,100.0,100.0,100.0,,100.0
290376,,,,,100.0,100.0,100.0,,100.0
290380,,,,,100.0,100.0,100.0,,100.0
290384,,,,,100.0,100.0,100.0,,100.0
290388,100.0,100.0,100.0,100.0,,,,100.0,100.0
290389,,100.0,100.0,100.0,,,,100.0,100.0
291308,,,,,100.0,100.0,100.0,,100.0
291332,,,,,100.0,100.0,100.0,,100.0
291336,66.7,100.0,100.0,100.0,,,,100.0,95.0
291340,,,,,100.0,100.0,100.0,,100.0
291352,,,,,100.0,100.0,100.0,,100.0
292316,,,,,100.0,100.0,100.0,,100.0
292318,,,,,100.0,100.0,,,100.0
292320,,,,,100.0,100.0,100.0,,100.0
292324,100.0,100.0,100.0,100.0,,,,100.0,100.0
298202,,,,,0.0,0.0,,,0.0
300308,,,,,100.0,100.0,100.0,,100.0
300310,,,,,100.0,100.0,100.0,,100.0
300312,100.0,100.0,100.0,100.0,,,,100.0,100.0
300314,,100.0,100.0,100.0,,,,100.0,100.0
300320,,,,,100.0,100.0,100.0,,100.0
300325,,,,,100.0,100.0,100.0,,100.0
300326,,,,,100.0,100.0,100.0,,100.0
300328,,,,,100.0,100.0,100.0,,100.0
300330,,,,,100.0,100.0,100.0,,100.0
300336,,,,,100.0,100.0,100.0,,100.0
300337,,,,,100.0,100.0,100.0,,100.0
310304,,,,,100.0,100.0,100.0,,100.0
310308,,,,,100.0,100.0,100.0,,100.0
310330,,,,,100.0,100.0,100.0,,100.0
310336,,,,,100.0,100.0,100.0,,100.0
310338,,100.0,100.0,100.0,,,,100.0,100.0
310344,100.0,100.0,100.0,100.0,,,,100.0,100.0
310352,100.0,100.0,100.0,100.0,,,,100.0,100.0
310356,,,,,100.0,100.0,100.0,,100.0
310360,,,,,100.0,100.0,100.0,,100.0
310364,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
310384,,,,,100.0,100.0,100.0,,100.0
310388,,,,,100.0,100.0,100.0,,100.0
310392,80.0,100.0,100.0,100.0,,,,60.0,88.0
320304,,,,,100.0,100.0,100.0,,100.0
320306,,,,,100.0,100.0,100.0,,100.0
320308,,,,,100.0,100.0,100.0,,100.0
320309,,100.0,100.0,100.0,,,,100.0,100.0
320310,,,,,100.0,100.0,100.0,,100.0
320312,100.0,100.0,100.0,100.0,,,,100.0,100.0
320313,,,,,100.0,100.0,100.0,,100.0
320314,,0.0,100.0,100.0,100.0,100.0,100.0,0.0,91.3
320315,,,,,100.0,100.0,100.0,,100.0
320316,,,,,100.0,100.0,100.0,,100.0
320317,100.0,100.0,100.0,100.0,,,,100.0,100.0
320318,,,,,100.0,100.0,100.0,,100.0
320319,,,,,100.0,100.0,100.0,,100.0
320320,,,,,100.0,100.0,100.0,,100.0
320322,,100.0,100.0,100.0,,,,0.0,70.0
320323,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
320324,,,,,100.0,100.0,100.0,,100.0
320325,0.0,83.3,66.7,100.0,,,,100.0,77.8
320327,,,,,100.0,100.0,100.0,,100.0
320328,,,,,100.0,100.0,100.0,,100.0
320332,,,,,100.0,100.0,100.0,,100.0
320338,,,,,100.0,100.0,100.0,,100.0
320339,,,,,100.0,100.0,100.0,,100.0
320340,,,,,100.0,100.0,100.0,,100.0
320341,,,0.0,,100.0,100.0,,,85.7
320342,,,,,100.0,100.0,100.0,,100.0
320343,,,,,100.0,100.0,100.0,,100.0
320344,,,,,100.0,100.0,100.0,,100.0
320346,,,,,100.0,100.0,100.0,,100.0
320347,,,,,100.0,100.0,100.0,,100.0
320348,,,,,100.0,100.0,100.0,,100.0
320352,,,,,100.0,100.0,100.0,,100.0
320353,,100.0,,100.0,,,,100.0,100.0
320354,,,,,100.0,100.0,100.0,,100.0
320355,,,,,100.0,100.0,100.0,,100.0
320356,100.0,100.0,100.0,100.0,,,,100.0,100.0
320360,,,,,100.0,100.0,100.0,,100.0
320362,,,,,100.0,100.0,100.0,,100.0
320363,,,,,100.0,100.0,100.0,,100.0
320364,,,,,100.0,100.0,100.0,,100.0
320365,100.0,100.0,57.1,100.0,,,,14.3,71.0
320366,,,,,100.0,100.0,100.0,,100.0
320367,,,,,100.0,100.0,100.0,,100.0
320368,100.0,100.0,83.3,100.0,,,,0.0,75.0
320369,,,,,100.0,100.0,100.0,,100.0
320370,,,,,100.0,100.0,100.0,,100.0
320372,,,,,100.0,100.0,100.0,,100.0
320374,,,,,100.0,100.0,100.0,,100.0
320376,,,,,100.0,100.0,100.0,,100.0
320388,,,,,100.0,100.0,100.0,,100.0
320400,,,,,100.0,100.0,100.0,,100.0
320701,,100.0,100.0,100.0,,,,100.0,100.0
32A000,,,,,100.0,100.0,100.0,,100.0
32B000,,,,,100.0,100.0,100.0,,100.0
32C000,,,,,100.0,100.0,100.0,,100.0
32D000,,,,,100.0,100.0,100.0,,100.0
32H000,,,,,100.0,100.0,100.0,,100.0
32K000,,,,,100.0,100.0,100.0,,100.0
32L000,,100.0,100.0,100.0,100.0,100.0,100.0,50.0,96.4
32M000,,,,,100.0,100.0,100.0,,100.0
32N000,,100.0,100.0,100.0,,,,100.0,100.0
32P000,,,,,100.0,100.0,100.0,,100.0
32Q000,,,,,100.0,100.0,100.0,,100.0
32R000,,,,,100.0,100.0,100.0,,100.0
32S000,,,,,100.0,100.0,100.0,,100.0
330304,,,,,100.0,100.0,100.0,,100.0
330308,,,,,100.0,100.0,100.0,,100.0
330312,,,,,100.0,100.0,100.0,,100.0
330326,,100.0,100.0,100.0,,,,100.0,100.0
330328,,100.0,100.0,100.0,,,,100.0,100.0
330332,,,,,100.0,100.0,100.0,,100.0
330334,,,,,100.0,100.0,,,100.0
330340,,,,,100.0,100.0,100.0,,100.0
330344,,,,,100.0,100.0,100.0,,100.0
330348,,,,,100.0,100.0,100.0,,100.0
330350,100.0,100.0,100.0,100.0,,,,100.0,100.0
330354,,,,,100.0,100.0,100.0,,100.0
330358,100.0,100.0,100.0,100.0,,,,100.0,100.0
330360,,,,,100.0,100.0,100.0,,100.0
33A000,,100.0,33.3,100.0,100.0,100.0,100.0,100.0,91.7
340308,,,,,100.0,100.0,100.0,,100.0
340311,100.0,100.0,100.0,100.0,,,,100.0,100.0
340314,,,,,100.0,100.0,100.0,,100.0
340320,,,,,100.0,100.0,100.0,,100.0
340326,,,,,100.0,100.0,100.0,,100.0
340330,,100.0,75.0,100.0,,,,100.0,94.1
340334,,,,,100.0,100.0,100.0,,100.0
340336,,,100.0,,,,,,100.0
340348,,,,,100.0,100.0,100.0,,100.0
340350,,,,,100.0,100.0,100.0,,100.0
340351,,,,,100.0,100.0,100.0,,100.0
340354,,,,,100.0,100.0,100.0,,100.0
340362,,100.0,100.0,100.0,,,,100.0,100.0
340364,100.0,100.0,100.0,100.0,,,,100.0,100.0
340366,,,,,100.0,100.0,100.0,,100.0
340368,,,,,100.0,100.0,100.0,,100.0
340372,,,,,100.0,100.0,85.7,,95.7
340376,,,,,100.0,100.0,100.0,,100.0
340380,,,,,100.0,100.0,100.0,,100.0
340382,100.0,100.0,85.7,100.0,,,,57.1,86.7
340384,,,,,100.0,100.0,100.0,,100.0
340385,,,,,0.0,0.0,0.0,,0.0
340390,,,,,100.0,100.0,100.0,,100.0
340392,,,,,100.0,100.0,100.0,,100.0
340400,,,,,100.0,100.0,100.0,,100.0
340403,,,,,100.0,100.0,100.0,,100.0
340406,,,,,100.0,100.0,100.0,,100.0
340416,,,,,100.0,100.0,100.0,,100.0
340420,,,,,100.0,100.0,100.0,,100.0
340424,,,,,100.0,100.0,100.0,,100.0
340426,,,,,100.0,100.0,100.0,,100.0
340427,,,,,25.0,75.0,,,50.0
340428,,,,,100.0,100.0,100.0,,100.0
340430,,,,,100.0,100.0,100.0,,100.0
340432,,,,,100.0,100.0,100.0,,100.0
340436,,,,,83.3,100.0,100.0,,93.3
340440,,,,,100.0,100.0,100.0,,100.0
340442,,,,,100.0,100.0,100.0,,100.0
340446,,100.0,,100.0,,,,100.0,100.0
340447,,,,,100.0,100.0,100.0,,100.0
340448,,,,,100.0,100.0,100.0,,100.0
340452,,,,,100.0,100.0,100.0,,100.0
340453,,,,,100.0,100.0,100.0,,100.0
340454,100.0,100.0,100.0,100.0,,,,83.3,96.4
340457,,,,,100.0,100.0,100.0,,100.0
340460,100.0,100.0,100.0,100.0,,,,33.3,84.0
340462,,,,,100.0,100.0,100.0,,100.0
340464,,,,,100.0,100.0,100.0,,100.0
340472,,,,,100.0,100.0,100.0,,100.0
340476,,,,,100.0,100.0,100.0,,100.0
340480,,,100.0,,100.0,85.7,100.0,,95.0
340486,100.0,100.0,85.7,100.0,,,,57.1,86.2
340488,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
340490,,,,,100.0,100.0,100.0,,100.0
340492,,,,,100.0,100.0,100.0,,100.0
340494,,,,,100.0,100.0,100.0,,100.0
340495,100.0,100.0,100.0,100.0,,,,83.3,96.2
340496,100.0,100.0,100.0,100.0,,,,57.1,88.9
340504,,,,,100.0,100.0,100.0,,100.0
340508,,,,,100.0,100.0,100.0,,100.0
340512,,,,,100.0,100.0,100.0,,100.0
340514,,,,,100.0,100.0,100.0,,100.0
340516,,,,,100.0,100.0,100.0,,100.0
340520,,,,,100.0,100.0,100.0,,100.0
340528,,,,,100.0,100.0,100.0,,100.0
340530,,,,,100.0,100.0,100.0,,100.0
340532,,,,,100.0,100.0,100.0,,100.0
340536,,,,,100.0,100.0,100.0,,100.0
340540,,,,,100.0,100.0,100.0,,100.0
340542,50.0,100.0,100.0,80.0,,,,100.0,90.5
340544,,,,,100.0,100.0,100.0,,100.0
340548,,,,,100.0,100.0,100.0,,100.0
340556,100.0,100.0,100.0,100.0,,,,100.0,100.0
340560,,,,,100.0,100.0,100.0,,100.0
340564,,,,,100.0,100.0,100.0,,100.0
340568,,100.0,100.0,100.0,60.0,100.0,100.0,100.0,90.5
34B000,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
34D000,,,,,100.0,100.0,100.0,,100.0
34F000,,,,,100.0,100.0,100.0,,100.0
34G000,,,,,100.0,100.0,100.0,,100.0
34H000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
350304,,,,,100.0,100.0,100.0,,100.0
350308,100.0,100.0,83.3,100.0,,,,100.0,95.8
350310,,,,,100.0,100.0,100.0,,100.0
350312,,,,,100.0,100.0,100.0,,100.0
350316,,,,,100.0,100.0,100.0,,100.0
350317,,100.0,100.0,100.0,,,,100.0,100.0
350318,,,,,100.0,100.0,100.0,,100.0
350321,100.0,100.0,100.0,100.0,,,,100.0,100.0
350324,,,,,100.0,100.0,100.0,,100.0
350330,,,,,100.0,100.0,100.0,,100.0
350331,,,,,100.0,100.0,100.0,,100.0
350332,,,,,100.0,100.0,100.0,,100.0
350336,100.0,100.0,100.0,100.0,,,,100.0,100.0
350338,,,,,100.0,100.0,100.0,,100.0
350339,,,,,100.0,100.0,100.0,,100.0
350340,,,,,100.0,100.0,100.0,,100.0
35A000,,,,,100.0,100.0,100.0,,100.0
35B000,,,,,100.0,100.0,,,100.0
360310,75.0,100.0,100.0,100.0,,,,100.0,96.6
360320,,,,,100.0,100.0,100.0,,100.0
360324,,,,,100.0,100.0,100.0,,100.0
360332,,,,,100.0,100.0,100.0,,100.0
360336,100.0,100.0,100.0,100.0,,,,0.0,81.3
360337,,100.0,100.0,100.0,,,,100.0,100.0
360339,,,,,100.0,100.0,100.0,,100.0
360340,,,,,100.0,100.0,100.0,,100.0
360344,,,,,100.0,100.0,100.0,,100.0
360348,,,,,100.0,100.0,100.0,,100.0
360352,,,,,100.0,100.0,100.0,,100.0
360360,100.0,100.0,100.0,100.0,,,,100.0,100.0
360364,,,,,100.0,100.0,,,100.0
360372,,,,,25.0,25.0,0.0,,22.2
360376,,,,,100.0,100.0,100.0,,100.0
360378,100.0,100.0,100.0,100.0,,,,80.0,95.7
360380,,,,,100.0,100.0,100.0,,100.0
360390,100.0,100.0,100.0,100.0,,,,100.0,100.0
360392,,,,,100.0,100.0,100.0,,100.0
360394,,,,,100.0,100.0,,,100.0
360396,100.0,100.0,100.0,100.0,,,,100.0,100.0
360400,,,,,100.0,100.0,100.0,,100.0
360408,,,,,100.0,100.0,100.0,,100.0
360418,100.0,100.0,100.0,100.0,,,,100.0,100.0
360420,,,,,100.0,100.0,100.0,,100.0
360426,,,,,100.0,100.0,100.0,,100.0
360428,100.0,100.0,100.0,100.0,,,,0.0,78.6
360431,,,,,100.0,100.0,100.0,,100.0
360432,,,,,100.0,100.0,100.0,,100.0
360436,,,,,100.0,100.0,100.0,,100.0
360438,,,,,100.0,100.0,100.0,,100.0
360440,,,,,100.0,100.0,100.0,,100.0
360448,,,,,100.0,100.0,,,100.0
360456,,,,,100.0,100.0,100.0,,100.0
360464,,,,,100.0,100.0,100.0,,100.0
360468,,,,,100.0,100.0,100.0,,100.0
360470,66.7,60.0,100.0,100.0,,,,80.0,83.3
360478,,,,,100.0,100.0,100.0,,100.0
360480,,,,,100.0,100.0,100.0,,100.0
360482,,,,,100.0,100.0,100.0,,100.0
360488,,,,,100.0,100.0,100.0,,100.0
360490,,,,,100.0,100.0,100.0,,100.0
360492,,,,,100.0,100.0,100.0,,100.0
360494,100.0,100.0,100.0,100.0,,,,100.0,100.0
360498,,,,,100.0,100.0,100.0,,100.0
360500,,,,,100.0,100.0,100.0,,100.0
360504,,,,,100.0,100.0,100.0,,100.0
360510,,,,,100.0,100.0,100.0,,100.0
360514,,,,,100.0,100.0,100.0,,100.0
360520,,,,,100.0,100.0,100.0,,100.0
360526,,,,,100.0,100.0,100.0,,100.0
36B000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
36C000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
370304,,,,,100.0,100.0,100.0,,100.0
370308,,,,,100.0,100.0,100.0,,100.0
370312,100.0,100.0,100.0,100.0,,,,100.0,100.0
370316,,,,,100.0,100.0,100.0,,100.0
370324,,,,,100.0,100.0,100.0,,100.0
380306,,,,,100.0,100.0,100.0,,100.0
380308,100.0,100.0,100.0,100.0,,,,100.0,100.0
380310,,,,,100.0,100.0,100.0,,100.0
390309,,,,,100.0,100.0,100.0,,100.0
390311,,,,,100.0,100.0,100.0,,100.0
390312,,,,,100.0,100.0,100.0,,100.0
390314,,,,,100.0,100.0,,,100.0
390316,,,,,100.0,100.0,100.0,,100.0
390320,,,,,100.0,100.0,100.0,,100.0
390322,100.0,100.0,100.0,100.0,,,,100.0,100.0
390323,,100.0,100.0,100.0,,,,100.0,100.0
390324,100.0,100.0,100.0,100.0,,,,100.0,100.0
390331,,,,,100.0,100.0,100.0,,100.0
390333,,,,,100.0,100.0,100.0,,100.0
390334,,,,,100.0,100.0,100.0,,100.0
390336,,,,,100.0,100.0,100.0,,100.0
390352,0.0,100.0,100.0,100.0,,,,100.0,89.5
390360,,,,,100.0,100.0,100.0,,100.0
390362,,,,,100.0,100.0,100.0,,100.0
390364,,,,,100.0,100.0,100.0,,100.0
390368,,,,,100.0,100.0,100.0,,100.0
390700,,50.0,100.0,100.0,,,,100.0,87.5
39A000,,0.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
39B000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
400308,100.0,100.0,100.0,100.0,,,,100.0,100.0
400312,,,,,100.0,100.0,100.0,,100.0
400315,,100.0,100.0,100.0,,,,100.0,100.0
400318,,,,,100.0,100.0,100.0,,100.0
400332,,,,,100.0,100.0,,,100.0
410304,,,,,100.0,100.0,100.0,,100.0
410307,,,,,100.0,100.0,100.0,,100.0
410310,,,,,100.0,100.0,100.0,,100.0
410311,,,,,100.0,100.0,100.0,,100.0
410313,,,,,100.0,100.0,100.0,,100.0
410316,,,,,100.0,100.0,66.7,,90.0
410319,0.0,0.0,100.0,33.3,,,,0.0,26.7
410322,,,,,100.0,100.0,100.0,,100.0
410325,,,,,100.0,100.0,100.0,,100.0
410326,,100.0,100.0,100.0,,,,100.0,100.0
410328,,,,,100.0,100.0,100.0,,100.0
410331,,,,,100.0,100.0,100.0,,100.0
410334,,,,,100.0,100.0,100.0,,100.0
410337,,,,,100.0,100.0,100.0,,100.0
410340,,,,,100.0,100.0,100.0,,100.0
410341,,,,,100.0,100.0,100.0,,100.0
410343,,,,,100.0,100.0,100.0,,100.0
410346,,,,,100.0,100.0,100.0,,100.0
410349,,,,,100.0,100.0,100.0,,100.0
410355,100.0,100.0,66.7,100.0,,,,40.0,77.3
410358,100.0,66.7,85.7,50.0,,,,83.3,74.1
410361,,,,,100.0,100.0,100.0,,100.0
410364,,,,,83.3,100.0,100.0,,93.3
410366,,,,,100.0,100.0,100.0,,100.0
410367,,,,,87.5,100.0,100.0,,95.8
410370,,,,,100.0,100.0,100.0,,100.0
410373,,,,,100.0,100.0,100.0,,100.0
410376,,,,,100.0,100.0,100.0,,100.0
410382,,,,,100.0,100.0,100.0,,100.0
410385,,,,,100.0,100.0,100.0,,100.0
410388,,,,,100.0,100.0,100.0,,100.0
410390,,100.0,,0.0,,,,100.0,66.7
410391,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0
410394,100.0,83.3,100.0,100.0,,,,83.3,92.0
410395,,100.0,100.0,100.0,,,,100.0,100.0
410397,,,,,100.0,100.0,100.0,,100.0
410398,,,0.0,,100.0,100.0,100.0,,93.3
410399,,100.0,,100.0,,,,100.0,100.0
410400,,,,,100.0,100.0,100.0,,100.0
410401,,100.0,100.0,100.0,,,,100.0,100.0
410402,,,,,100.0,100.0,100.0,,100.0
410403,,,,,100.0,100.0,100.0,,100.0
410406,75.0,87.5,100.0,100.0,,,,62.5,86.1
410407,,100.0,100.0,100.0,,,,100.0,100.0
410408,,100.0,100.0,100.0,,,,100.0,100.0
410409,,,,,100.0,100.0,100.0,,100.0
410412,,,,,100.0,100.0,100.0,,100.0
410415,,,,,100.0,100.0,100.0,,100.0
410418,,,,,100.0,100.0,100.0,,100.0
410421,,,,,100.0,100.0,100.0,,100.0
410423,,,,,100.0,100.0,100.0,,100.0
410424,,,,,100.0,100.0,100.0,,100.0
410427,,,,,100.0,100.0,100.0,,100.0
410430,,,,,100.0,100.0,100.0,,100.0
410436,,,,,100.0,100.0,100.0,,100.0
410437,,,,,100.0,100.0,100.0,,100.0
410439,,,,,100.0,100.0,100.0,,100.0
410442,,,,,87.5,87.5,100.0,,90.5
410448,,,,,100.0,100.0,100.0,,100.0
410451,,,,,100.0,100.0,100.0,,100.0
410454,,,,,100.0,100.0,100.0,,100.0
410457,,,,,100.0,100.0,,,100.0
410460,,,,,100.0,100.0,100.0,,100.0
410461,,,,,100.0,100.0,100.0,,100.0
410462,,,,,100.0,100.0,100.0,,100.0
410463,,,,,100.0,100.0,100.0,,100.0
410466,,,,,100.0,100.0,100.0,,100.0
410469,,,,,100.0,100.0,100.0,,100.0
410472,,,,,100.0,100.0,100.0,,100.0
410478,,,,,100.0,100.0,100.0,,100.0
410481,,,,,100.0,100.0,100.0,,100.0
410483,,,100.0,,,,,,100.0
410484,100.0,100.0,100.0,83.3,,,,16.7,77.8
410486,,,,,100.0,100.0,100.0,,100.0
410487,,,,,100.0,100.0,100.0,,100.0
410488,,,,,100.0,100.0,100.0,,100.0
410489,100.0,100.0,100.0,100.0,,,,75.0,94.1
410490,100.0,83.3,100.0,100.0,,,,100.0,96.2
410491,,,,,100.0,100.0,100.0,,100.0
410493,,,,,100.0,100.0,100.0,,100.0
410496,,,,,100.0,100.0,100.0,,100.0
410499,,,,,100.0,100.0,100.0,,100.0
410502,,,,,100.0,100.0,100.0,,100.0
410505,,,,,100.0,100.0,100.0,,100.0
410508,100.0,87.5,25.0,87.5,,,,62.5,69.4
410511,,,,,100.0,100.0,100.0,,100.0
