agency_code,pct_att
00A000,100.0
00B000,100.0
010303,97.9
010304,95.9
010308,94.7
010310,92.8
010312,95.5
010320,94.4
010324,92.4
010326,94.1
010328,95.4
010340,95.0
010346,95.5
010347,95.3
010348,89.3
010350,93.2
010351,93.9
010353,94.2
010354,94.7
010357,94.3
010358,94.9
010360,90.5
010362,95.7
010364,94.3
010372,94.9
010374,95.7
010378,90.7
010380,94.7
010384,95.5
010388,92.2
010390,94.2
010392,94.7
010394,95.3
010396,89.6
010400,92.1
010403,94.1
010406,95.0
01B000,96.3
01C000,95.9
01D000,96.5
020302,94.5
020303,98.6
020304,95.9
020306,97.1
020308,95.8
020316,94.9
020320,95.9
020324,96.5
020328,95.5
020330,97.2
020332,95.8
030304,94.4
030308,96.1
030316,94.7
030320,94.2
040304,96.4
040305,77.6
040306,89.8
040308,94.8
040309,92.8
040311,92.5
040316,93.8
040324,94.2
040328,94.2
040330,92.9
050302,94.4
050305,94.7
050310,95.7
050330,95.8
050335,95.7
060302,92.9
060304,93.3
060310,94.6
060316,97.6
060318,94.8
060322,93.8
060328,93.8
060332,95.2
060334,77.8
060700,94.0
060701,96.8
06A000,87.0
06B000,97.5
070302,93.3
070308,94.6
070310,83.0
070311,98.8
070325,93.4
070326,94.2
070327,94.4
070328,95.3
070329,94.5
070330,94.6
070338,94.2
070339,93.0
070340,94.1
070342,93.9
07A000,94.8
080311,98.3
080312,93.7
080314,93.3
080348,93.8
080356,94.6
080360,95.9
080362,94.7
08A000,93.9
090304,95.0
090315,94.4
090317,94.2
090318,94.0
090320,95.2
090324,95.8
090328,93.6
090330,95.5
090332,95.0
090333,94.3
090352,95.5
090365,95.2
090368,95.2
09A000,95.3
09B000,100.0
100302,95.4
100304,93.8
100307,97.5
100308,81.8
100309,93.2
100310,95.5
100316,93.9
100320,94.4
100326,92.6
100332,96.9
100334,93.2
100335,94.4
100336,94.8
100338,93.7
100339,94.0
100340,95.6
100342,94.6
100344,96.8
100348,91.3
10A000,95.4
10B000,95.1
110303,74.0
110304,94.9
110306,95.3
110308,94.5
110318,94.6
110320,94.6
110322,97.1
110323,91.0
110324,95.0
110326,95.3
110332,95.6
110336,94.5
110338,94.5
110340,93.4
110342,93.9
110348,94.1
110352,95.3
110356,95.4
110366,95.6
110368,95.7
110370,95.0
110372,93.9
110376,94.2
110379,94.0
110380,94.5
110381,94.6
110382,95.0
110384,94.8
110388,95.7
110401,94.6
110408,94.6
110410,94.9
110412,94.4
110416,95.3
110420,95.1
110422,95.3
110425,95.0
110428,95.7
110432,95.1
110436,95.1
110444,94.3
110450,95.7
110451,94.0
110500,96.4
111302,93.2
111304,94.3
111306,95.5
111307,93.6
111312,94.7
111332,95.2
111356,94.3
111360,95.1
111369,94.9
111700,92.5
11A000,95.9
11B000,95.4
11C000,94.4
11D000,94.1
11K000,95.5
120304,96.0
120308,80.4
120310,100.0
120312,95.3
120314,94.4
120315,95.6
120316,96.9
120318,94.2
120320,95.3
120324,95.9
120334,95.9
120338,95.2
120340,96.5
120344,94.8
120346,95.5
120350,96.1
120352,91.9
120360,96.1
120364,96.0
120368,95.8
120370,96.5
120372,95.8
120374,96.2
120376,95.6
120380,95.8
120386,95.9
120390,96.8
12A000,94.6
130304,95.0
130307,95.0
130308,95.5
130309,96.2
130310,94.3
130311,96.5
130312,96.6
130313,94.4
130314,92.9
130315,96.7
130316,93.2
130317,88.5
130318,94.9
130319,96.8
130320,96.5
130321,96.1
130322,96.0
130323,95.0
130324,95.1
130325,95.7
130326,94.8
130327,95.1
130328,94.6
130329,95.6
130330,95.7
130331,95.9
130332,96.0
130333,78.2
130336,96.1
130337,96.5
130338,96.2
130340,95.5
130342,95.5
130344,94.8
130345,96.1
130346,96.0
130349,97.5
130350,96.2
130355,95.3
132304,91.3
132308,95.4
132312,95.2
132314,95.2
132328,94.5
132330,93.1
132332,94.9
132336,95.8
13A000,95.7
13B000,95.0
13C000,96.6
13D000,95.1
140304,94.7
140305,97.0
140306,86.6
140307,88.9
140308,95.3
140309,97.1
140312,94.5
140316,94.8
140324,95.7
140332,94.3
140336,94.5
140340,94.4
140344,95.3
140348,94.5
140352,94.5
140356,93.5
140360,95.7
140368,94.1
140372,95.0
140376,93.4
140384,95.0
140386,93.5
140388,93.6
140390,93.2
140392,93.4
140396,94.2
150304,94.8
150308,94.1
150310,94.5
150312,95.3
150350,97.6
160304,96.4
160306,95.0
160308,94.0
160309,92.0
160310,94.9
160311,95.1
160313,93.5
160314,93.7
160316,92.5
160317,95.2
160318,95.5
160322,94.3
160324,94.7
160326,94.7
160332,93.8
160344,94.2
160352,95.1
16B000,94.1
170316,94.5
170334,93.4
170338,92.4
170339,93.0
170342,93.9
170344,94.7
180302,95.5
180304,95.2
180308,95.0
180312,94.5
180316,95.7
180320,93.8
180323,92.3
180324,94.9
180325,98.5
180326,95.6
180332,95.7
180336,96.1
180340,94.3
180342,95.0
180343,96.5
180344,95.7
180346,95.7
180348,92.3
180352,94.2
180356,96.2
180360,95.1
180364,95.3
180368,95.1
180372,95.9
180376,92.0
180379,95.7
180380,95.2
180388,95.6
181312,95.2
181316,93.9
181318,92.7
181322,91.2
181326,95.3
181332,95.2
181336,96.3
181342,94.0
181344,95.5
182304,87.1
182316,92.6
182321,95.4
182322,96.2
182324,96.0
182328,95.9
182700,93.1
190304,96.2
190308,96.1
190310,76.2
190312,95.7
190316,95.9
190328,95.4
190332,95.5
190336,95.6
190339,95.7
190340,95.5
190341,95.5
190342,94.3
190346,95.9
190348,95.4
190350,95.8
190352,95.2
190370,95.8
190501,94.1
19A000,96.6
19B000,95.5
19C000,94.2
200304,93.7
200308,93.6
200310,94.6
200312,95.5
200314,93.7
200320,95.0
200322,87.0
200324,94.3
200328,94.5
200330,93.3
200332,93.9
200336,94.2
200350,94.9
20A000,92.5
210304,93.7
210306,95.4
210312,94.4
210316,94.2
220308,94.3
220310,93.1
220312,97.3
230304,95.6
230308,95.6
230312,93.7
230316,94.8
230320,95.0
230322,95.8
230324,92.2
230328,94.9
230330,79.4
230334,94.4
230336,94.7
230340,95.8
230342,94.7
230344,94.4
230346,94.6
230348,95.7
230350,93.6
230351,95.2
230352,94.9
230355,95.5
230357,95.3
230359,92.5
230361,93.0
230362,94.9
230364,95.6
230368,95.7
230370,94.9
230376,95.3
230380,95.9
23A000,96.3
240304,96.7
240308,93.4
240328,95.0
240330,94.3
240332,92.0
240334,91.3
240344,94.7
240352,94.7
240354,94.9
240356,96.4
240368,96.2
240370,93.9
240371,94.1
240372,93.5
240373,97.9
240376,95.2
240380,92.9
240388,94.8
241304,93.9
241308,94.7
241312,83.3
241316,94.4
241320,94.4
24B000,95.1
24N000,94.3
250304,96.3
250306,95.7
250308,94.0
250312,94.3
250314,98.5
250316,95.7
250320,94.4
250321,98.4
250324,94.2
250328,94.5
250332,94.3
250336,94.6
250340,95.4
250344,94.1
250348,94.0
250350,94.9
250356,93.9
250360,94.7
250362,94.5
250364,96.4
250368,95.4
250372,92.3
250376,93.8
250378,96.6
250380,95.4
260302,94.8
260306,94.1
260308,94.3
260310,94.6
260312,96.7
260316,93.9
260318,94.7
260320,93.6
260321,93.5
260322,91.2
260325,94.9
260326,94.5
260332,95.2
260336,94.9
260338,94.2
260340,94.7
260342,94.5
260344,94.5
260347,98.4
260348,94.8
260352,94.7
260354,98.2
260356,94.3
260357,93.3
260358,92.2
260359,93.7
260361,95.8
260362,94.3
260363,95.0
260364,94.6
260365,94.2
260366,95.9
260367,95.0
260368,93.8
260369,95.5
260370,94.4
260371,93.9
260372,94.6
260373,94.5
260374,73.5
260375,95.5
260380,95.5
260382,95.2
260383,94.0
260386,94.5
260388,96.1
260396,94.7
260397,95.5
260398,96.1
260400,95.3
260401,94.2
260402,93.3
260403,96.0
260404,95.1
260405,94.3
260406,94.5
260407,95.7
260408,93.4
260410,94.1
260411,95.8
260412,94.2
260413,80.0
260414,94.1
260415,95.0
260416,95.1
260417,95.6
260418,96.0
260419,96.3
260424,93.2
260425,93.7
260426,94.8
260427,94.2
260428,94.6
260430,94.5
260432,93.7
260434,95.7
260440,93.2
260444,94.3
260446,93.5
260448,95.3
260449,84.6
260450,93.4
260452,92.7
260454,93.7
260455,93.2
260459,94.0
260700,97.9
26B000,92.8
26C000,94.2
270304,94.4
270306,93.0
270308,93.5
270309,97.2
270310,97.7
270311,97.0
270312,97.3
270316,97.9
270318,94.1
270320,94.1
27A000,100.0
280302,94.1
280304,89.0
280306,60.0
280308,94.7
280310,94.5
280312,94.1
280316,92.9
280320,93.6
280324,94.2
280328,93.8
280330,92.8
290302,95.4
290306,96.3
290307,95.1
290308,94.5
290309,95.0
290310,90.6
290312,95.7
290314,85.2
290315,99.1
290316,96.3
290320,94.8
290322,95.3
290324,95.2
290328,95.7
290330,96.1
290332,96.0
290333,95.9
290334,95.4
290336,94.8
290344,96.3
290348,94.7
290349,95.9
290350,95.5
290351,96.1
290352,96.0
290356,96.0
290364,95.6
290365,95.7
290366,95.5
290367,95.5
290375,95.3
290376,94.9
290380,95.9
290384,94.9
290388,95.3
290389,97.0
291308,97.5
291332,93.6
291336,93.9
291340,94.2
291348,92.7
291350,90.0
291352,97.1
292316,95.6
292318,94.9
292320,94.4
292324,93.8
300306,94.1
300308,94.3
300310,94.5
300312,94.0
300314,97.0
300320,94.9
300325,95.7
300326,95.6
300328,96.0
300330,94.9
300336,95.1
300337,95.4
310304,95.0
310308,92.8
310330,95.0
310336,94.7
310338,99.0
310344,94.7
310352,94.8
310356,94.9
310360,95.4
310364,94.2
310384,95.0
310388,94.8
310392,93.4
320304,94.3
320306,93.4
320308,95.1
320309,97.5
320310,93.8
320312,93.9
320313,95.6
320314,95.1
320315,93.5
320316,94.4
320317,96.7
320318,95.9
320319,95.0
320320,93.4
320322,77.5
320323,95.4
320324,95.5
320325,91.4
320327,95.1
320328,94.5
320332,95.3
320336,100.0
320338,95.0
320339,94.6
320340,95.0
320341,75.0
320342,96.9
320343,93.2
320344,92.6
320346,91.9
320347,96.0
320348,95.5
320352,94.3
320353,99.5
320354,94.8
320355,94.4
320356,92.4
320360,95.1
320362,94.1
320363,95.1
320364,98.6
320365,92.8
320366,94.2
320367,94.8
320368,89.1
320369,96.2
320370,96.3
320372,96.3
320374,94.3
320376,94.5
320388,94.6
320400,94.5
320701,95.7
32A000,95.2
32B000,92.0
32C000,93.4
32D000,97.5
32H000,96.2
32K000,95.5
32L000,96.0
32M000,95.0
32N000,99.2
32P000,91.5
32Q000,94.4
32R000,96.6
32S000,92.9
330304,92.6
330308,93.6
330312,94.2
330326,98.8
330328,92.2
330332,92.6
330334,94.1
330340,91.8
330344,94.0
330348,92.2
330350,92.9
330354,94.7
330358,92.7
330360,95.3
33A000,94.7
340308,92.5
340311,94.6
340314,94.6
340320,95.1
340326,95.7
340330,85.0
340334,94.5
340336,91.8
340344,79.1
340348,95.6
340350,94.5
340351,90.9
340354,97.5
340362,98.0
340364,92.7
340366,92.4
340368,94.3
340372,93.6
340376,93.5
340380,94.2
340382,91.5
340384,95.4
340385,72.6
340390,94.7
340392,95.0
340398,100.0
340400,94.2
340403,96.2
340406,95.3
340416,94.9
340420,94.7
340424,93.6
340426,95.2
340427,87.6
340428,94.8
340430,95.3
340432,95.8
340436,89.7
340440,96.4
340442,95.0
340446,94.9
340447,93.5
340448,94.9
340452,93.6
340453,95.5
340454,91.7
340457,96.0
340460,88.1
340462,93.6
340464,93.2
340472,95.4
340476,94.0
340480,93.7
340486,87.8
340488,93.6
340490,93.4
340492,91.1
340494,95.6
340495,93.6
340496,88.8
340504,94.7
340508,94.8
340512,96.5
340514,94.9
340516,94.4
340520,94.3
340528,95.8
340530,94.5
340531,85.0
340532,94.7
340536,95.8
340540,94.1
340542,91.6
340544,93.2
340548,94.7
340556,92.2
340560,96.2
340564,93.4
340568,93.2
34B000,92.7
34D000,95.2
34F000,95.5
34G000,95.3
34H000,97.3
350304,95.2
350308,91.0
350310,94.8
350312,94.8
350316,95.1
350317,97.8
350318,93.7
350321,93.4
350324,93.8
350330,95.0
350331,94.5
350332,95.2
350336,93.4
350338,96.0
350339,95.3
350340,95.5
35A000,98.6
35B000,95.4
360310,91.5
360320,96.6
360324,96.1
360332,94.9
360336,92.5
360337,96.2
360338,93.5
360339,95.4
360340,94.9
360344,95.2
360348,95.2
360352,94.4
360360,92.1
360364,94.9
360372,78.9
360376,93.9
360378,90.7
360380,95.9
360390,92.8
360392,95.1
360394,90.1
360396,92.3
360400,95.9
360408,93.7
360418,95.3
360420,95.9
360426,95.3
360428,90.5
360430,95.9
360431,94.4
360432,94.7
360436,93.5
360438,94.4
360440,95.6
360448,95.0
360456,95.2
360464,95.6
360468,95.2
360470,91.0
360478,95.7
360480,95.5
360482,95.4
360488,96.3
360490,95.5
360492,94.8
360494,93.0
360498,94.7
360499,94.4
360500,95.2
360504,93.0
360510,95.6
360514,94.9
360520,94.5
360526,94.5
360550,91.7
36B000,100.0
36C000,95.1
370304,93.8
370308,92.0
370312,93.0
370316,96.6
370324,94.2
380306,93.4
380308,92.1
380310,93.9
390309,94.1
390311,94.4
390312,94.5
390314,91.7
390316,94.6
390320,94.7
390322,92.5
390323,98.6
390324,92.2
390331,95.4
390333,95.0
390334,94.0
390336,95.7
390352,93.6
390360,95.5
390362,95.9
390364,95.4
390368,95.9
390700,91.6
39A000,96.0
39B000,96.3
400308,95.1
400312,94.0
400315,96.6
400318,95.5
400321,94.2
400332,95.4
410304,95.2
410307,95.9
410310,94.0
410311,95.9
410313,92.8
410316,94.7
410319,91.6
410322,95.4
410325,93.7
410326,97.1
410328,92.7
410331,94.2
410334,94.4
410337,97.7
410340,94.1
410341,97.1
410343,95.6
410346,95.2
410349,92.2
410355,88.9
410358,92.6
410361,97.2
410364,94.8
410366,94.3
410367,93.6
410370,95.6
410373,93.8
410376,93.8
410379,89.8
410382,95.1
410385,92.8
410388,96.1
410390,99.1
410391,95.1
410394,93.6
410395,97.5
410397,94.4
410398,95.4
410399,97.7
410400,94.5
410401,97.0
410402,91.8
410403,93.8
410406,91.1
410407,97.6
410408,97.0
410409,95.1
410412,95.2
410415,92.4
410418,94.9
410421,94.0
410423,95.4
410424,95.8
410427,95.0
410430,95.0
410436,94.2
410437,95.1
410439,94.1
410442,94.0
410448,95.9
410451,94.8
410454,95.2
410457,92.0
410458,95.3
410460,94.6
410461,94.6
410462,95.0
410463,93.4
410464,92.2
410466,95.8
410469,94.7
410472,96.0
410478,94.6
410481,94.2
410483,98.3
410484,90.8
410486,95.8
410487,93.9
410488,94.9
410489,95.1
410490,95.6
410491,95.9
410493,95.3
410496,93.2
410499,94.9
410502,96.4
410505,94.2
410508,92.1
410511,93.5
410514,93.6
410517,93.6
410522,95.4
410523,93.8
410529,93.6
410530,94.4
410532,94.1
410533,77.1
410534,88.2
410535,94.0
410538,95.1
410541,94.6
410542,96.8
410544,91.1
410545,97.1
410547,93.1
410550,94.7
410553,94.3
410556,92.5
410559,96.6
410562,95.6
410565,94.2
410568,96.0
410569,99.5
410571,95.7
410574,96.0
410577,94.9
410578,95.7
410579,98.0
410580,94.5
410583,94.8
410586,95.6
410589,94.1
410592,93.7
410595,93.0
410598,91.3
41B000,96.0
41C000,96.0
41D000,94.5
41F000,95.2
41G000,95.3
41H000,95.7
41J000,95.0
41K000,93.9
41L000,95.4
420304,92.7
420316,93.6
420324,94.3
420328,89.5
420336,95.8
420340,93.1
420346,90.2
420348,93.2
420358,91.9
420376,95.3
421304,94.7
421306,92.9
421316,93.3
421328,94.4
422310,99.4
422314,91.3
422315,91.3
422318,99.0
42A000,92.9
430304,94.5
430308,94.8
430312,95.2
430316,95.1
430320,95.5
430328,95.1
430330,94.1
430332,93.6
430336,94.7
430340,94.0
430341,96.0
430344,93.9
430345,78.2
430346,94.6
430347,94.5
430348,95.0
430349,94.9
430351,94.8
430352,95.9
430358,94.6
430368,94.8
430369,94.7
430370,95.5
430371,94.5
430376,95.5
430378,93.9
430380,93.8
430384,94.3
430386,95.0
43C000,94.8
440314,98.0
440318,95.3
440320,94.9
440326,89.5
440328,97.4
440332,96.7
440346,96.3
440348,95.0
440349,95.2
440350,94.7
440364,95.2
440368,95.5
440378,95.2
440390,94.1
440396,97.1
44A000,94.8
450301,95.4
450302,95.9
450306,95.1
450307,95.1
450308,95.7
450316,95.2
450322,95.4
450324,95.3
450328,94.3
450332,95.9
450333,96.9
450334,94.9
450335,95.3
450336,95.7
450339,95.8
450340,95.9
450341,94.2
450342,95.2
450343,81.7
450344,95.2
450346,94.6
450352,95.7
450354,99.0
45A000,96.0
45B000,94.0
460308,93.5
460312,94.5
460318,91.8
460320,88.5
460322,95.7
460332,93.8
460340,92.3
470310,95.5
470312,95.0
470316,95.0
470320,94.5
470328,95.3
470330,93.9
470332,94.3
470336,93.9
470340,94.8
470342,85.5
470346,95.4
470441,94.0
470442,94.0
470443,97.6
480306,92.9
480316,93.8
480318,95.4
490307,97.0
490308,95.4
490310,100.0
490312,95.9
490316,96.0
490318,95.7
490319,95.0
490320,97.8
490324,96.1
490326,95.4
490327,95.4
490332,95.9
490335,93.7
490336,96.3
490337,96.1
490338,95.3
490344,96.6
490345,94.4
490346,94.0
490347,96.5
490348,95.2
490349,95.3
490350,79.7
490352,94.8
490354,91.7
490355,97.7
490356,96.3
490360,95.0
490362,95.0
490363,95.1
490364,95.6
490366,95.0
490368,95.8
490380,93.9
490384,94.9
490390,96.5
491303,95.4
491306,95.8
491308,95.2
491312,94.1
491316,95.4
491318,96.4
491320,95.5
49B000,95.3
49D000,96.8
49E000,96.7
49F000,95.6
49G000,93.5
500302,92.2
500304,94.1
500314,93.8
500316,94.4
500323,100.0
500324,84.4
500332,93.9
500337,92.8
500340,92.4
50A000,94.6
50Z000,94.4
510308,94.5
510310,93.8
510324,97.5
510325,98.4
510326,95.1
510327,95.1
510328,96.0
510329,95.3
510330,94.5
510332,95.4
510333,95.0
510334,95.6
510336,95.1
510340,94.8
510342,94.2
510343,97.0
510344,94.3
510356,95.4
510357,100.0
510358,95.1
510359,95.2
510360,94.2
510364,95.0
510367,99.1
510368,93.4
510372,96.0
510373,96.0
510374,95.1
510376,95.9
510377,95.9
510378,95.7
510379,94.7
510382,98.9
510388,94.5
510390,94.5
510396,95.3
510397,94.2
510399,93.0
510402,97.7
510404,95.1
510406,95.3
510408,94.7
510410,95.5
510411,96.7
510412,97.3
510414,97.7
51A000,95.9
520304,95.5
520308,94.2
520320,92.6
520324,93.7
520328,93.6
520336,93.6
530302,95.3
530306,81.0
530308,98.4
530312,95.4
530314,95.1
530316,88.9
530320,95.4
530335,97.8
530336,94.1
530340,95.8
530341,95.3
530343,94.7
530346,96.3
530354,95.2
530356,95.3
530358,100.0
540304,95.6
540308,94.7
540312,94.4
540315,92.5
540316,95.4
540317,99.0
540318,91.9
540320,94.5
540324,94.1
540325,94.2
540326,95.6
540328,94.9
540330,94.2
540336,94.7
540338,93.2
540340,93.5
540344,93.4
54A000,92.6
550308,82.8
550312,94.2
550314,95.8
550316,95.4
550320,94.7
550322,95.1
550324,95.5
550328,95.1
550332,94.6
550334,94.4
550336,93.3
550340,94.5
550342,94.2
550344,96.6
550348,94.4
550349,95.9
550350,95.5
550356,96.3
550360,95.0
550362,96.0
550364,95.5
550368,95.3
550372,94.3
55A000,96.0
560304,94.8
560316,95.3
560320,93.7
560324,95.1
560328,94.6
560329,95.4
560330,94.3
560331,94.8
560332,92.8
560338,94.9
560350,80.0
570306,94.1
570312,94.6
570317,97.1
570318,91.2
570319,94.7
570320,100.0
580308,94.0
580312,93.9
580316,93.8
580320,96.3
580324,94.5
580344,94.9
580350,93.4
580356,94.4
580368,94.3
580372,93.5
58B000,94.8
590306,95.7
590310,92.7
590316,94.5
590320,95.0
590328,98.6
590330,93.7
590332,94.0
590336,94.4
590340,94.9
590344,94.2
590352,95.5
590356,94.5
590393,97.1
600300,95.8
600301,94.2
600302,95.5
600305,95.3
600308,94.8
600311,94.6
600312,95.3
600313,95.3
600314,96.1
600316,95.5
600317,92.8
600318,94.9
600319,95.1
600322,96.4
600328,95.8
600329,94.0
600333,94.2
600334,100.0
600335,93.4
600336,97.3
600338,95.5
600341,94.8
600344,96.0
600345,96.0
600346,95.5
600349,96.1
600351,93.3
600352,96.1
600353,95.6
600357,95.9
600361,94.7
600362,94.6
600364,91.3
600365,95.3
600366,98.0
600367,96.0
600368,93.7
600369,95.7
600374,92.9
600377,94.1
600379,96.0
600381,94.6
600382,96.0
600383,97.0
600384,96.7
600385,95.6
600386,93.9
600392,96.7
600394,94.6
600397,91.3
600398,95.3
600399,94.4
600404,98.3
600405,89.5
600406,96.4
600408,95.1
600409,96.0
600410,95.3
600411,96.3
600412,94.6
600413,96.6
600414,95.6
600415,92.8
600416,94.7
600418,95.3
600420,96.1
600422,95.8
600424,96.0
600426,93.2
600428,93.0
600429,96.6
600431,96.2
600432,94.9
600433,95.4
600434,94.9
600435,97.8
600436,95.8
600437,96.4
600438,95.9
600439,74.4
600440,95.0
600442,95.5
600443,99.6
600444,96.5
600445,93.1
600446,95.8
600447,96.1
600448,92.6
600449,96.2
600450,95.3
600451,96.3
600453,94.5
600454,86.5
600455,95.7
600457,91.4
600459,95.1
600461,85.1
600462,95.8
600463,95.6
600464,96.8
600466,93.9
600468,93.8
600471,95.4
600474,95.0
600475,96.2
600478,94.6
600479,93.6
600480,92.8
600481,94.4
600482,96.2
600484,96.5
600485,94.8
600488,96.8
600489,92.8
600491,96.4
600492,96.8
600493,96.5
600494,95.4
600496,95.4
600497,97.0
600498,89.8
600499,98.3
600500,95.9
600501,93.8
600503,95.1
600507,96.7
600508,94.8
600509,94.2
600512,94.7
600513,96.7
600514,92.6
600515,94.1
600516,95.0
600517,93.2
600518,95.5
600519,92.5
600520,93.3
600521,94.7
